box_img_group,label,box_img_ratio,IoU,F1,Precision,Recall
<0.05,Head-Neck Tumor/Lesion @ MR,0.01190185546875,0.7158414150806184,0.8343911142242534,1.0,0.7158414150806184
<0.05,Head-Neck Tumor/Lesion @ MR,0.007965087890625,0.734003282131109,0.8465996456811904,1.0,0.734003282131109
<0.05,Head-Neck Tumor/Lesion @ MR,0.002349853515625,0.729624450207003,0.8436796208791808,0.992453374830253,0.7336950427310531
<0.05,Head-Neck Tumor/Lesion @ MR,0.004150390625,0.936396571747123,0.9671537177968196,0.9609683864890045,0.973419189453125
<0.05,Head-Neck Tumor/Lesion @ MR,0.005802154541015625,0.9416107694006238,0.9699274275155566,0.9416107694006238,1.0
<0.05,Head-Neck Tumor/Lesion @ MR,0.006725311279296875,0.9322978274084059,0.9649628687507267,0.9717336995356208,0.9582857404436383
<0.05,Head-Neck Tumor/Lesion @ MR,0.0075531005859375,0.9423188395515572,0.9703029393146595,0.964288952827884,0.9763924115121829
<0.05,Head-Neck Tumor/Lesion @ MR,0.009521484375,0.8558775862406133,0.9223427154743915,1.0,0.8558775862406133
<0.05,Head-Neck Tumor/Lesion @ MR,0.009906768798828125,0.8601599473219651,0.9248236406340434,1.0,0.8601599473219651
<0.05,Head-Neck Tumor/Lesion @ MR,0.00897216796875,0.7808542454496343,0.8769434640087375,1.0,0.7808542454496343
<0.05,Head-Neck Tumor/Lesion @ MR,0.00652313232421875,0.9322095864253654,0.9649156002273809,0.97786475434491,0.9523049165146924
<0.05,Head-Neck Tumor/Lesion @ MR,0.005126953125,0.9422264351370289,0.9702539498908143,0.9715060030048537,0.9690051198536552
<0.05,Head-Neck Tumor/Lesion @ MR,0.002471923828125,0.9515363776379269,0.9751664263513592,0.9920136881208229,0.9588818392084825
<0.05,Head-Neck Tumor/Lesion @ MR,0.000843048095703125,0.0,0.0,0.0,0.0
<0.05,Head-Neck @ MR,0.00079345703125,0.0,0.0,0.0,0.0
<0.05,Head-Neck Tumor/Lesion @ MR,0.00176239013671875,0.0,0.0,0.0,0.0
<0.05,Head-Neck Tumor/Lesion @ MR,0.002384185791015625,0.0,0.0,0.0,0.0
<0.05,Head-Neck Tumor/Lesion @ MR,0.002471923828125,0.0,0.0,0.0,0.0
<0.05,Head-Neck Tumor/Lesion @ MR,0.0020599365234375,0.0,0.0,0.0,0.0
<0.05,Head-Neck Tumor/Lesion @ MR,0.000644683837890625,0.4012537478886437,0.572706761346027,0.4012537478886437,1.0
<0.05,Head-Neck Tumor/Lesion @ MR,0.003662109375,0.0,0.0,0.0,0.0
<0.05,Head-Neck Tumor/Lesion @ MR,0.0054931640625,0.0,0.0,0.0,0.0
<0.05,Head-Neck Tumor/Lesion @ MR,0.00640869140625,0.0,0.0,0.0,0.0
<0.05,Head-Neck Tumor/Lesion @ MR,0.006591796875,0.7706988260909131,0.8705024420130757,0.9525390192989839,0.8014760305091603
<0.05,Head-Neck Tumor/Lesion @ MR,0.0050048828125,0.5938035854259407,0.7451402303970196,0.8712519312571255,0.6509209318296804
<0.05,Head-Neck Tumor/Lesion @ MR,0.002655029296875,0.8450858726045759,0.9160396111121143,0.8450858726045759,1.0
<0.05,Head-Neck Tumor/Lesion @ MR,0.001087188720703125,0.0,0.0,0.0,0.0
<0.05,Head-Neck Tumor/Lesion @ MR,0.001522064208984375,0.0,0.0,0.0,0.0
<0.05,Head-Neck Tumor/Lesion @ MR,0.0030975341796875,0.0955757441280317,0.17447583088670954,0.2990109402946287,0.12317475818452381
<0.05,Head-Neck Tumor/Lesion @ MR,0.003604888916015625,0.3463887574041635,0.5145449343650207,0.8928564666614699,0.36141153050763575
<0.05,Head-Neck Tumor/Lesion @ MR,0.00469207763671875,0.8382873025617656,0.9120307814709497,0.9477037924686111,0.878945921239411
<0.05,Head-Neck Tumor/Lesion @ MR,0.007175445556640625,0.7203825400802085,0.837467857638944,0.9317157692029244,0.7605357029593246
<0.05,Head-Neck Tumor/Lesion @ MR,0.0080108642578125,0.908184268118768,0.9518831941887086,0.9416754056744214,0.962314713393001
<0.05,Head-Neck Tumor/Lesion @ MR,0.008609771728515625,0.8401600569593128,0.9131380216431786,0.9407405889367882,0.8871090736110798
<0.05,Head-Neck Tumor/Lesion @ MR,0.007965087890625,0.9308864131031126,0.9642062907336867,0.9681867054399484,0.9602584706315943
<0.05,Head-Neck Tumor/Lesion @ MR,0.006622314453125,0.901610440713924,0.9482598763766056,0.907767499739664,0.9925333658854166
<0.05,Head-Neck Tumor/Lesion @ MR,0.006267547607421875,0.5338225114882774,0.696068166283863,0.94455615385213,0.5510906488180924
<0.05,Head-Neck Tumor/Lesion @ MR,0.005420684814453125,0.5616748759918423,0.7193237012731148,0.9016865502773644,0.5983163748474215
<0.05,Head-Neck Tumor/Lesion @ MR,0.00274658203125,0.6550676032869215,0.7915901465124133,0.8425839958797023,0.7464164339963799
<0.05,Head-Neck Tumor/Lesion @ MR,0.001377105712890625,0.7595890804928274,0.8633709869125591,0.8034956773751073,0.9328884548611112
