box_img_group,label,box_img_ratio,IoU,F1,Precision,Recall
0.05~0.10,Spleen @ CT,0.0852813720703125,0.0,0.0,0.0,0.0
0.05~0.10,Spleen @ CT,0.08642959594726562,0.0,0.0,0.0,0.0
0.05~0.10,Spleen @ CT,0.086517333984375,0.0,0.0,0.0,0.0
0.05~0.10,Spleen @ CT,0.0870513916015625,0.0,0.0,0.0,0.0
0.05~0.10,Spleen @ CT,0.0870513916015625,0.0,0.0,0.0,0.0
0.05~0.10,Spleen @ CT,0.08713531494140625,0.0,0.0,0.0,0.0
0.05~0.10,Spleen @ CT,0.08713531494140625,0.0,0.0,0.0,0.0
0.05~0.10,Spleen @ CT,0.08659744262695312,0.0,0.0,0.0,0.0
0.05~0.10,Spleen @ CT,0.0860595703125,0.0,0.0,0.0,0.0
0.05~0.10,Spleen @ CT,0.086669921875,0.0,0.0,0.0,0.0
0.05~0.10,Spleen @ CT,0.08498382568359375,0.0,0.0,0.0,0.0
0.05~0.10,Spleen @ CT,0.08444595336914062,0.0,0.0,0.0,0.0
0.05~0.10,Spleen @ CT,0.08444595336914062,0.0,0.0,0.0,0.0
0.05~0.10,Spleen @ CT,0.0827789306640625,0.0,0.0,0.0,0.0
0.05~0.10,Spleen @ CT,0.08165740966796875,0.0,0.0,0.0,0.0
0.05~0.10,Spleen @ CT,0.0789642333984375,0.0,0.0,0.0,0.0
0.05~0.10,Spleen @ CT,0.07682418823242188,0.0,0.0,0.0,0.0
0.05~0.10,Spleen @ CT,0.07366943359375,0.0,0.0,0.0,0.0
0.05~0.10,Spleen @ CT,0.0679779052734375,0.0,0.0,0.0,0.0
0.05~0.10,Spleen @ CT,0.0644073486328125,0.0,0.0,0.0,0.0
0.05~0.10,Spleen @ CT,0.060882568359375,0.0,0.0,0.0,0.0
0.05~0.10,Spleen @ CT,0.05696868896484375,0.0,0.0,0.0,0.0
0.05~0.10,Spleen @ CT,0.054622650146484375,0.0,0.0,0.0,0.0
0.05~0.10,Spleen @ CT,0.0523223876953125,0.0,0.0,0.0,0.0
<0.05,Spleen @ CT,0.0491943359375,0.0,0.0,0.0,0.0
<0.05,Spleen @ CT,0.0461578369140625,0.0,0.0,0.0,0.0
<0.05,Spleen @ CT,0.038829803466796875,0.0,0.0,0.0,0.0
<0.05,Spleen @ CT,0.035533905029296875,0.0,0.0,0.0,0.0
<0.05,Spleen @ CT,0.032604217529296875,0.0,0.0,0.0,0.0
<0.05,Spleen @ CT,0.03020477294921875,0.0,0.0,0.0,0.0
<0.05,Spleen @ CT,0.02750396728515625,0.0,0.0,0.0,0.0
<0.05,Spleen @ CT,0.025302886962890625,0.0,0.0,0.0,0.0
<0.05,Spleen @ CT,0.023193359375,0.0,0.0,0.0,0.0
<0.05,Spleen @ CT,0.0208282470703125,0.0,0.0,0.0,0.0
<0.05,Spleen @ CT,0.018798828125,0.0,0.0,0.0,0.0
<0.05,Spleen @ CT,0.0164642333984375,0.0,0.0,0.0,0.0
<0.05,Spleen @ CT,0.0129852294921875,0.0,0.0,0.0,0.0
<0.05,Spleen @ CT,0.0081329345703125,0.0,0.0,0.0,0.0
<0.05,Spleen @ CT,0.0056304931640625,0.0,0.0,0.0,0.0
<0.05,Spleen @ CT,0.00331878662109375,0.0,0.0,0.0,0.0
<0.05,Spleen @ CT,0.0137176513671875,0.0,0.0,0.0,0.0
<0.05,Spleen @ CT,0.01569366455078125,0.0,0.0,0.0,0.0
<0.05,Spleen @ CT,0.0174407958984375,0.0,0.0,0.0,0.0
<0.05,Spleen @ CT,0.01934051513671875,0.0,0.0,0.0,0.0
<0.05,Spleen @ CT,0.020488739013671875,0.0,0.0,0.0,0.0
<0.05,Spleen @ CT,0.02215576171875,0.0,0.0,0.0,0.0
<0.05,Spleen @ CT,0.02333831787109375,0.0,0.0,0.0,0.0
<0.05,Spleen @ CT,0.02471923828125,0.0,0.0,0.0,0.0
<0.05,Spleen @ CT,0.025608062744140625,0.0,0.0,0.0,0.0
<0.05,Spleen @ CT,0.026702880859375,0.0,0.0,0.0,0.0
<0.05,Spleen @ CT,0.0279693603515625,0.0,0.0,0.0,0.0
<0.05,Spleen @ CT,0.02870941162109375,0.0,0.0,0.0,0.0
<0.05,Spleen @ CT,0.030120849609375,0.0,0.0,0.0,0.0
